Tipo de Outorga;CNPJ;UF;Empresa;Porte da Prestadora;Grupo Econômico;2007-06;2007-07;2007-08;2007-09;2007-10;2007-11;2007-12;2008-01;2008-02;2008-03;2008-04;2008-05;2008-06;2008-07;2008-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2009-11;2009-12;2010-01;2010-02;2010-03;2010-04;2010-05;2010-06;2010-07;2010-08;2010-09;2010-10;2010-11;2010-12;2011-01;2011-02;2011-03;2011-04;2011-05;2011-06;2011-07;2011-08;2011-09;2011-10;2011-11;2011-12;2012-01;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06
Autorização;33000118000179;PR;OI;Grande Porte;OI;270;270;180;180;180;180;180;180;219;219;235;297;297;;351;291;381;381;381;430;430;430;430;460;490;490;729;729;736;736;736;736;766;796;796;796;766;766;766;736;646;646;646;646;646;646;646;646;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;214;214;214;214;214;214;214;214;214
Autorização;33000118000179;RS;OI;Grande Porte;OI;1200;1200;510;510;510;510;510;540;401;401;394;420;420;351;515;515;515;515;515;549;549;579;609;609;609;639;727;727;727;727;727;727;727;697;697;697;667;667;667;667;607;607;577;577;577;397;367;307;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;130;130;130;130;130;130;130;130;130
Autorização;33000118000179;SC;OI;Grande Porte;OI;150;150;30;60;60;60;60;60;93;93;96;92;92;119;100;100;100;100;100;100;100;100;100;100;100;100;99;99;99;99;99;99;99;99;99;99;99;99;99;69;69;69;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
Autorização;33000118000179;SP;OI;Grande Porte;OI;21240;21360;21930;22170;22320;23250;23880;24450;11449;11839;11487;11917;11917;12827;12747;13077;13017;13017;13017;14898;15378;15408;15620;15590;17180;17300;20109;20829;22429;22849;23239;23239;23689;26029;26089;29719;30589;30949;30919;33529;35089;36229;36439;36499;36949;38270;38870;39050;39140;39740;40130;41300;43670;52700;54710;57710;58911;59751;61551;63501;64941;69171;70011;74568;78924;85276;95210;97441;99695;103682;110098;110424;111206
Autorização;04206050000180;AC;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;35;72;99;131;264;474;583;585;567;680;600;558;531;519;516;492;517;504;501;491;484;480;466;449;430;397;370;363;412;420;427;426;429;435;442;446;446;457;462;562;561;564;567;575;582;591;594;601;609;572;582;586;543;551;374;375;378;378;381;387;382;382;379;376;376;376
Autorização;04206050000180;AL;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;477;940;1196;1275;1342;1293;1217;1122;1120;1167;1190;1606;1810;2013;2360;2629;3226;3301;3463;3622;3692;4030;4072;4080;4066;4064;4021;4067;4863;4930;5119;5283;5504;5676;5877;5968;6657;6804;6914;7058;7233;7291;7304;7672;7818;7839;7859;7948;9019;8915;8887;8154;8305;8261;8226;8242;8407;8430;7484;6769;7080;7073;7078;7067;7055;7044
Autorização;04206050000180;AP;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;53;154;222;277;301;284;280;263;278;312;327;414;554;599;630;637;791;820;811;849;844;815;850;834;824;804;797;788;797;801;877;859;880;880;884;884;887;885;893;890;760;753;751;760;766;765;774;827;828;801;568;563;519;518;517;517;516;565;562;558;476;475;475;471;468;465
Autorização;04206050000180;AM;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1037;1914;2439;2649;2895;2717;2606;2535;2517;2648;2855;3185;3572;3871;4293;4431;4594;4824;4841;4825;4823;4716;4541;4486;4273;3891;3683;3538;3959;3959;4332;4295;4755;4790;4805;4795;4778;4761;4765;5749;5894;5873;5223;5124;5548;6600;6580;6563;6507;6267;6281;5822;5814;5823;5827;5811;5795;5802;6283;6284;6267;6253;6243;6245;6251;6245
Autorização;04206050000180;BA;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;2810;5300;6604;7260;7979;7842;7480;7379;7648;8436;8746;8980;10165;10225;10407;10489;10804;11411;11636;12178;13180;13539;13758;14541;14342;13818;14234;14958;15935;16596;17603;18048;18940;19781;20840;21859;23127;23873;24397;24997;25433;25825;26493;29434;30491;31557;31753;32034;32311;31676;30993;30815;30562;30069;30013;30040;30131;30149;30149;30274;30198;30185;30291;30409;30527;30505
Autorização;04206050000180;CE;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1599;2570;3211;3466;3786;3593;3436;3301;3289;3512;3554;4207;4427;4699;5252;5973;6312;7472;7937;8650;9183;9480;9598;9812;9769;10332;10223;11018;11062;11110;11434;11502;11857;11999;12588;12696;12896;12987;13078;13116;13279;13990;13975;14289;14732;15630;16375;16444;18211;17960;17886;18789;19740;20364;20871;21864;21818;21767;19528;17888;18752;18733;18726;18700;18697;18651
Autorização;04206050000180;DF;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1643;2677;3461;3791;4190;4281;4333;4648;4763;5708;5870;6036;8015;9153;9741;10175;10572;9423;8780;9196;9431;9591;9542;9537;9350;9059;8900;8937;9309;9170;9516;9959;10601;11197;11879;12600;13224;13685;14143;14433;14818;15345;15602;15979;16235;16419;16552;16608;16677;16353;16347;16243;15959;15986;16043;16002;16100;16040;15992;15956;15527;15523;15569;15548;15551;15460
Autorização;04206050000180;ES;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1496;2225;2865;3287;3573;3321;3143;3101;3270;3774;3961;4208;4395;4790;4997;5039;5032;4914;4845;4826;5068;4961;4819;4700;4494;4225;4014;3795;3715;3648;3674;3631;3739;3763;3788;3768;3760;3790;3838;3861;3885;3923;3948;3976;3827;3849;3869;3896;3950;3601;3543;3257;3209;3279;3342;3356;3392;3444;3399;3395;3389;3397;3393;3370;3355;3341
Autorização;04206050000180;GO;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;881;1710;2241;2533;2848;2817;2959;3705;3855;4711;4945;4972;5097;5384;5689;5871;6008;6023;5996;6394;6705;6966;7008;6960;6762;6547;6472;6480;6901;7132;7679;8175;8735;9103;9631;10128;10625;11027;11653;11906;12255;12212;12296;12398;12472;12738;12713;12732;12793;12409;12504;12511;12138;12046;12071;12041;12063;12045;11879;11781;11414;11398;11410;11412;11385;11340
Autorização;04206050000180;MA;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;229;419;633;844;969;965;995;947;931;1075;1149;1569;1708;2036;2390;2547;3063;3372;3480;3680;3893;3843;3914;4154;4048;4627;4786;4735;4793;5473;5533;5567;5524;6128;6157;6168;6778;6768;6784;6778;6790;7372;7349;9611;9606;9736;9729;9725;9732;10640;10049;10046;4547;4559;4556;4544;4502;4482;4456;4469;4345;4343;4226;4214;4215;4198
Autorização;04206050000180;MT;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;128;243;334;373;439;453;466;482;519;751;1004;1220;1349;1435;1548;1593;1654;1693;1903;2191;2392;2412;2372;2343;2222;2291;2209;2165;2354;2423;2479;2513;2577;2626;2628;2667;2725;2769;2808;2856;3224;3251;3303;3402;3461;3496;3535;3312;3306;3212;3243;3227;3259;3318;3332;3330;3314;3303;3300;3306;3283;3278;3283;3292;3306;3276
Autorização;04206050000180;MS;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;169;340;418;462;522;569;532;523;529;792;808;1126;1219;1301;1473;1536;1751;1751;2573;2615;2609;2578;2553;2790;2614;2524;2358;2173;1779;1789;1823;1786;1818;1838;1853;1875;1897;1901;1893;1893;1896;1914;1931;2020;2042;2048;2053;2074;2101;2008;2028;2044;2061;2071;2087;2087;1562;1484;1487;1495;1471;1479;1485;1480;1483;1483
Autorização;04206050000180;MG;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;5522;9790;14137;16104;17880;17448;16898;16482;16524;17826;19535;20502;22543;23777;25543;26017;26285;26409;27521;29219;30315;31602;31477;31564;31186;30839;30433;29980;30152;30397;31135;31100;31637;32126;33295;35104;35408;35905;36768;36972;38188;40777;43062;43407;44006;44352;44443;44983;45364;43763;43516;42761;40834;41152;39026;39193;39145;38863;38606;38518;37081;36312;36291;36233;36197;35962
Autorização;04206050000180;PA;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1467;2443;3074;3488;3842;3562;3279;3141;3067;3422;3619;5044;5306;5630;7018;8036;8349;8775;9446;10133;10433;10625;10909;11564;11369;11757;12002;11879;12393;12932;13268;13498;13762;14625;14661;14749;18295;18141;18112;18810;18445;18550;19991;21108;20800;20880;22266;22281;21145;21334;21356;21464;15524;15747;16164;18430;18397;18140;18314;18803;18967;19283;19259;19237;19226;19161
Autorização;04206050000180;PB;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;305;723;908;930;1008;984;956;941;997;1074;1094;1431;1501;1880;2184;2572;2926;2966;3087;3234;3647;3698;3684;3688;3673;4624;4579;4621;5043;5541;5595;5591;5641;5649;5688;5707;5742;5742;5765;5806;5819;6247;6308;6259;6430;6672;6659;6627;7658;8021;8044;8213;8222;8253;8718;8731;9239;9985;8102;6691;8025;8021;7992;7967;7960;7949
Autorização;04206050000180;PR;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;3296;5480;7210;7939;8615;8229;7845;7532;8167;9939;12364;13920;14454;15860;17499;20039;21525;23003;23804;25272;26967;27710;26641;27977;27643;28010;27769;27034;27742;28997;31068;32960;35509;38254;39703;40847;42020;43945;44787;45473;45760;48132;48520;44624;47515;49033;51488;53045;53555;53433;53654;54935;54300;56731;58898;59189;57965;55117;55272;55899;56056;56353;56408;56657;58269;58278
Autorização;04206050000180;PE;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;2418;3969;5005;5394;5796;5455;5132;4887;4921;5661;6427;6571;6953;7340;7931;8383;9747;11370;12095;13186;13908;14589;14762;14751;14511;14146;13913;15785;15945;15973;16618;16965;18232;18756;19275;20121;20392;20604;20905;21046;21280;21947;22088;22864;22939;22951;23203;23151;26099;25486;26349;25544;25479;25441;24981;23749;23709;23612;23546;23510;23414;23374;23389;23088;23086;23073
Autorização;04206050000180;PI;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;156;317;417;438;457;441;416;375;393;410;425;687;729;985;1027;1359;2029;2033;2049;2114;2156;2171;2168;2185;2376;2456;2471;2538;2752;2798;2853;3026;3770;3795;4149;4181;4212;4245;4283;4304;4362;4392;4400;4592;4832;4862;4865;4887;5289;5610;5644;5643;5667;5689;5684;5688;5675;5666;5646;5640;5634;5621;5618;5602;5600;5600
Autorização;04206050000180;RJ;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;11991;17714;23187;25766;28589;27938;27197;27309;28105;31778;32620;33417;35414;37122;39553;40571;41935;42595;43290;44444;45100;45405;45596;45860;44664;42377;41233;39620;41050;41330;42946;42787;44804;46301;47973;49319;50395;51430;52196;52926;54167;55031;59498;58115;59976;61638;63249;64977;65984;63326;63933;63273;58276;58525;58728;59139;59375;59030;58778;58669;57929;57952;57706;57953;58615;58488
Autorização;04206050000180;RN;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;320;808;1092;1159;1246;1197;1116;1054;1032;1085;1371;1613;1686;1800;2021;2503;3021;3135;3353;3587;3791;3876;3906;3907;3923;3974;4022;4157;5293;5502;5775;6149;6742;6939;7025;7005;7011;6899;6845;6825;6789;7060;7014;7274;7640;8039;8486;8853;10713;10834;11072;10945;10921;10543;10146;10132;9809;9676;7979;6712;7883;7005;7071;7039;7220;7191
Autorização;04206050000180;RS;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;994;1900;2529;2802;3046;2947;3014;2916;2997;3548;4215;6030;7175;7714;8662;10711;11679;12725;13411;13916;15462;15778;15762;15783;15609;15415;15689;15261;15649;16221;16686;17218;17733;17927;17946;18130;19032;19375;20787;20876;20598;20629;21904;19534;19599;19608;19584;18394;18301;19029;22466;22406;17623;17552;18606;18569;14583;14178;13963;13788;13747;13680;12658;12577;12560;12460
Autorização;04206050000180;RO;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;127;320;469;549;676;843;819;806;842;1164;1190;1315;1705;2008;2337;2474;2674;2755;2807;2825;2792;2836;2744;2670;2547;2453;2398;2334;2367;2296;2316;2315;2334;2303;2325;2326;2328;2355;2351;2355;2410;2387;2406;2426;2499;2517;2524;2531;2526;2494;2479;2467;2292;2149;2130;2113;2098;2097;2068;2052;2060;2060;2058;2056;2061;2035
Autorização;04206050000180;RR;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;47;117;158;226;245;249;255;259;255;268;267;299;314;323;369;403;466;491;540;606;611;596;585;575;548;521;501;485;525;542;545;559;582;589;597;589;596;597;592;811;806;801;800;802;797;797;792;829;818;797;791;775;667;659;652;646;643;638;636;644;636;636;635;637;636;635
Autorização;04206050000180;SC;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;1382;2745;3755;4117;4515;4446;4307;4194;4523;5557;6830;7467;7947;9203;10874;12427;14406;14917;15425;16013;16464;16602;16724;16735;16610;16446;16329;16252;16712;17063;17743;18393;19694;20927;21820;22454;23219;23774;24057;24396;24618;25217;25552;25896;24597;25376;25778;25974;25927;25588;25496;25211;20592;21174;21084;21022;20901;20727;20570;20468;19601;19506;19390;19291;19223;19110
Autorização;04206050000180;SP;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;24679;40061;52093;55967;60835;59589;57759;58462;60957;66330;70085;71564;76467;78736;82155;84139;87149;87747;89683;92546;94104;94863;94953;96163;94222;90511;88509;86256;87005;86869;87780;86621;88830;90559;92686;93964;95414;100070;102918;108627;118609;120054;121751;124826;125969;127891;128888;130113;128191;123866;125349;125650;127441;128415;130493;130448;134226;137363;132035;129156;135095;135819;136259;136832;137158;137126
Autorização;04206050000180;SE;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;304;518;648;720;805;756;678;624;605;708;773;915;1026;1054;1054;1042;1079;1109;1139;1395;1442;1449;1430;1411;1394;1569;1577;1777;1859;1894;1464;1498;1572;1616;1655;1695;2026;2055;2080;2111;2129;2130;2123;2516;2549;2582;2600;2612;2643;2610;2644;1618;1651;1684;1699;1694;1706;1705;1698;1691;1682;1677;1669;1661;1661;1654
Autorização;04206050000180;TO;TIM;Grande Porte;TELECOM ITALIA;;;;;;;;67;144;180;202;210;192;179;155;160;251;242;269;287;554;567;605;613;591;602;594;577;569;557;563;563;565;557;588;659;706;735;792;875;935;974;1019;1061;1093;1111;1105;1094;1101;932;946;954;952;963;885;896;865;871;873;879;885;884;885;888;902;908;919;920;912;920;926;932;940
Autorização;02868267000120;MG;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;2552;2552;2552;2552;2552;2552;2552;2552;2552;1350;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;2552;7765;7500;7950;7950;9450;20700;21600;21750;9451;20785;6200;6350;6350;6350;2685;2778;2777;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;5750;5750;5750
Autorização;02868267000120;PR;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;7820;8490;12210;12390;12720;14490;20520;21550;12720;21550;11550;11550;11550;11550;3652;3299;3340;11290;11290;10390;10420;9790;9610;9610;9610;9580;9430;9430;9130;9130;9130;9130
Autorização;02868267000120;RJ;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6450;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;6650;8385;9420;14760;14766;17760;17970;17760;17784;17760;22700;14770;15120;15120;15120;6836;6023;6045;14910;14820;14820;14820;14190;14190;13890;13890;13860;13860;13890;13860;13410;11910;11910
Autorização;02868267000120;RS;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;17850;17850;17850;17850;17850;17850;17850;17850;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;18007;22483;22483;22483;22483;22483;22483;22483;22483;22483;22483;22483;22483;22483;36234;37170;19020;19173;19020;19920;20970;21121;19022;153268;20519;16458;10794;16458;6721;8073;8115;18686;18648;17940;17934;17021;17032;17019;16756;17043;17527;17488;17477;17470;17465;17456
Autorização;02868267000120;SC;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;766;970;1050;2550;2550;2520;2820;10740;10370;2520;10370;10285;1850;1850;1850;1742;1791;1791;3480;3480;3480;3480;3480;3480;3530;3530;3530;3530;3590;2090;2030;2030;2030
Autorização;02868267000120;SP;TRANSIT DO BRASIL S.A.;Pequeno Porte;OUTROS;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;60050;63719;63719;63719;63719;63719;63719;63719;63719;63719;63719;64619;63719;63719;63719;63719;63719;99070;93810;98522;93352;91800;93300;105240;104388;102387;80728;80755;70422;70422;71142;31443;37070;38668;126759;127149;119913;120812;112071;103477;103474;106675;107022;107051;109000;97506;104675;90573;94299
Autorização;03593006000108;SP;ALPHA NOBILIS CONSULTORIA E SERVIÇOS LTDA;Pequeno Porte;OUTROS;;;;;;43;43;43;43;42;43;43;41;44;44;40;40;37;38;38;37;40;40;40;39;39;41;43;43;43;52;52;52;52;52;52;52;52;52;;52;52;45;45;47;47;42;41;41;41;35;36;36;34;34;34;34;34;34;36;36;36;34;34;34;34;34;34;34;34;34;34;34
Autorização;33530486000129;AC;CLARO;Grande Porte;TELECOM AMERICAS;1095;1095;1140;1215;1215;1215;1155;1215;1196;1226;1286;1286;1316;1390;1452;1452;1542;1542;1676;1676;1690;1720;1720;1736;1736;1706;1706;1676;1646;1646;1620;1658;1658;1687;1657;1657;1657;1641;1678;1681;1681;1705;1337;1319;1478;1701;1897;1997;2558;9588;13454;13735;14110;13207;13279;13357;13452;13525;13542;13458;13417;13375;13204;13054;13079;13052;12969;12853;12826;12799;12819;12797;12731
Autorização;33530486000129;AL;CLARO;Grande Porte;TELECOM AMERICAS;23546;24414;25565;26369;27026;27283;28193;29105;29667;30618;31296;31600;31745;32040;32602;32733;33588;34571;34188;35445;35690;35402;34972;35150;34671;35932;37079;38106;39303;40487;40966;42131;42776;44832;46093;47643;49058;50187;51988;53711;55367;57238;58362;60029;60944;61227;61920;62839;63660;65165;66439;68100;69498;71958;73330;74664;75866;76699;78387;79804;81421;83359;83362;83065;83102;82979;83917;84849;85616;86990;88552;89311;89321
Autorização;33530486000129;AP;CLARO;Grande Porte;TELECOM AMERICAS;1926;1933;2006;2033;2040;2063;2057;2156;2181;2254;2336;2363;2450;2447;2626;2986;3253;3177;3160;3137;3120;3303;3408;3437;3435;3438;3437;3436;3475;3486;3460;3634;3638;3550;3728;3787;3838;3925;4010;3960;4126;4172;4449;4489;4565;4675;4779;5104;5347;5566;5646;5669;5517;5498;5294;5287;5322;5277;5208;5115;5116;5103;5051;4986;4981;4958;4965;4924;4915;4918;4808;4810;4886
Autorização;33530486000129;AM;CLARO;Grande Porte;TELECOM AMERICAS;39535;40351;40703;40714;40266;39996;40202;40643;41411;43273;43805;48687;51528;55647;59327;62502;64908;68037;69592;71528;72187;72981;74678;75097;75336;76645;77985;77861;78730;78151;75435;77915;78527;83097;84774;85306;86176;88057;90353;91364;92974;95009;97007;98293;99754;101071;103171;104333;105149;107572;107093;108387;108989;111494;113268;114099;115630;117696;120566;121817;123668;125515;126134;126396;126928;128061;128744;129967;130228;130758;129709;129766;130076
Autorização;33530486000129;BA;CLARO;Grande Porte;TELECOM AMERICAS;175255;179900;187726;194659;195689;195501;197985;201655;202800;206863;208550;210196;210898;213043;212322;212414;212853;215969;213074;216990;217934;216759;216564;215073;212971;211322;209942;208606;208407;209978;209823;210400;210615;213417;215139;217375;218883;220640;223388;226985;231577;238424;241563;244721;249064;257575;261907;266494;268174;270765;276457;281603;283450;286227;288230;292397;296572;299787;303685;307464;311678;313894;315634;317561;321992;324860;327143;330114;332358;333887;334661;337519;337496
Autorização;33530486000129;CE;CLARO;Grande Porte;TELECOM AMERICAS;62029;62404;63062;63269;62841;61738;61624;62318;62706;63442;63605;63969;65341;66397;66954;67221;68407;70584;71913;73961;74249;74055;73856;73251;72930;72097;71771;71360;71352;71215;71137;71851;72204;73630;74285;74698;75347;75244;76046;76728;77341;79551;80123;79757;80679;81662;82374;82960;82658;83030;83160;83411;83511;83564;83471;83609;84055;83871;83705;82924;82414;81341;81796;81612;81683;82124;81952;81691;81534;82176;82701;83535;83712
Autorização;33530486000129;DF;CLARO;Grande Porte;TELECOM AMERICAS;49740;52310;56198;58230;60622;62650;64287;66404;69104;71622;72197;79219;83061;88069;92152;97611;102882;106434;108179;112731;116395;120781;123908;126798;128881;130643;133103;131325;129496;129235;125986;129339;130559;135476;136204;136949;138362;141889;144722;147462;149058;150662;151749;153415;155806;157216;158904;160871;162151;164731;165901;167929;168842;171217;172075;173679;175587;178094;180670;182597;184273;186368;187354;187096;189276;191216;192843;195770;198169;201642;204045;208066;209755
Autorização;33530486000129;ES;CLARO;Grande Porte;TELECOM AMERICAS;84603;86286;88372;89600;90720;91498;93585;95265;95862;98054;99499;100752;101378;103049;103832;105265;107136;109404;109876;112041;113636;113560;113406;113349;112528;112140;111577;110460;110618;111187;111398;112438;114062;115419;117577;119898;121703;123581;125689;127057;129096;130958;132105;134210;137305;139180;141448;143757;145888;148348;150093;152352;154028;157201;158754;160623;161921;163489;165208;166838;167224;168415;168743;169390;170681;171095;171627;172484;173241;174440;175581;178073;178935
Autorização;33530486000129;GO;CLARO;Grande Porte;TELECOM AMERICAS;26597;28615;30426;31857;33707;35081;36596;38038;39822;42187;42321;48643;53962;60056;65242;68876;72287;74828;76118;78969;81446;83984;85549;87442;88799;89085;89845;90027;88408;86125;80419;79370;79763;84018;84888;84374;83321;83411;83918;83289;84055;84585;84165;84568;85267;84074;83994;83852;82827;83161;83143;83095;82767;84089;83345;83577;85495;87016;88099;90123;91540;93606;94230;93797;93518;93835;93558;94718;95728;96987;97859;98729;99388
Autorização;33530486000129;MA;CLARO;Grande Porte;TELECOM AMERICAS;18354;18636;19150;19311;19413;19401;19505;19830;20089;20404;20712;20974;21177;21524;22051;22340;22803;23497;23858;24464;24802;25058;25300;25470;25620;25784;26106;25983;26341;26742;26831;27369;27498;28358;28860;29341;29823;30357;31497;31974;33362;34131;34739;35413;36062;36980;37709;38263;38545;39244;41344;42052;42237;41674;41836;41723;41730;42492;44757;46537;47294;48819;50517;51549;52680;54334;55623;57252;58442;59769;61420;62613;63229
Autorização;33530486000129;MT;CLARO;Grande Porte;TELECOM AMERICAS;8565;8805;8892;8949;9199;9393;9333;9604;9568;9586;9979;10212;10451;10662;10800;11000;11169;11288;11440;11460;11523;11607;11658;11643;11462;11300;11292;11166;10976;10965;10935;11371;11371;11455;11616;11836;11934;12189;12162;12276;12226;12396;12539;12697;12885;13174;13477;14115;14861;15412;15971;16819;17973;18900;19768;20926;21749;23027;25242;27327;29782;32647;35774;38547;41823;44578;46730;50759;54430;57222;60211;62382;63690
Autorização;33530486000129;MS;CLARO;Grande Porte;TELECOM AMERICAS;4836;5184;5774;6264;6970;7554;8233;9355;10428;11362;11752;13607;15044;16372;17584;18734;19740;20637;21341;22340;23318;24138;25048;26033;26379;26323;26682;27120;27044;26900;26478;27451;27674;28784;29269;29423;29330;29763;30686;31496;32319;32832;33261;34195;34844;35406;35927;36655;36906;37232;37837;38489;39195;42173;43450;45241;46816;48946;50606;51911;53518;55352;57201;58776;60245;61366;62391;63548;65021;66538;67844;69132;69741
Autorização;33530486000129;MG;CLARO;Grande Porte;TELECOM AMERICAS;222451;228688;235517;241411;247687;249048;251699;255569;260702;268504;269167;283283;291643;301300;310480;318746;326425;335106;337981;348949;360111;368448;375973;383156;388005;393121;396837;398025;398886;401801;398748;405168;407037;417036;422228;428667;430995;438049;446015;453953;463775;473919;482679;491336;503330;509581;521567;533058;540876;548598;554861;560792;564767;577785;581782;588185;592968;597221;601787;607615;610881;613663;616845;621233;633085;637512;643175;649580;653887;662734;670996;682577;687762
