Tipo de Outorga;CNPJ;UF;Empresa;Porte da Prestadora;Grupo Econômico;2007-06;2007-07;2007-08;2007-09;2007-10;2007-11;2007-12;2008-01;2008-02;2008-03;2008-04;2008-05;2008-06;2008-07;2008-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2009-11;2009-12;2010-01;2010-02;2010-03;2010-04;2010-05;2010-06;2010-07;2010-08;2010-09;2010-10;2010-11;2010-12;2011-01;2011-02;2011-03;2011-04;2011-05;2011-06;2011-07;2011-08;2011-09;2011-10;2011-11;2011-12;2012-01;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06
Autorização;33530486000129;PA;CLARO;Grande Porte;TELECOM AMERICAS;56917;57604;58255;58155;57874;57316;57676;58723;58910;59664;59861;60425;60811;61344;61718;62464;63261;65287;64920;66118;66868;67124;67255;67118;66705;66385;66287;66065;66418;67387;67777;65863;66343;67306;68036;68908;69966;70452;71580;72595;73760;75024;75861;77059;78519;80492;82618;85274;87912;89658;98783;101436;102925;99925;101172;103302;105602;107608;112360;117959;124543;130497;133755;137677;141224;144382;146259;149382;152876;156270;159252;161699;163054
Autorização;33530486000129;PB;CLARO;Grande Porte;TELECOM AMERICAS;24458;24911;24945;25097;25102;25061;25038;24528;24562;24540;24670;24893;25049;24386;24587;24771;25019;25547;25745;26490;26292;26168;26227;26251;26097;27418;28724;29573;30636;31755;32550;34061;35077;36913;38305;39227;39735;40809;42429;43769;44967;46434;47579;48772;49972;50803;51730;53150;53808;55488;57196;58920;60246;62522;64074;65518;66964;68324;69914;71046;71954;72991;73407;73293;73604;74802;75442;75751;75852;76170;77100;77400;77659
Autorização;33530486000129;PR;CLARO;Grande Porte;TELECOM AMERICAS;77978;81975;86005;89540;94217;98130;100115;104755;109222;113541;115289;125861;134727;143296;152265;159802;167153;172566;175927;182946;190519;198150;202661;205753;206829;207136;209657;208945;208557;207890;196958;201327;201895;216248;214564;213228;212428;214716;218028;220237;221378;223282;221424;223610;226134;227637;229170;230192;228912;230543;232558;233006;234780;242374;243958;246262;250144;253507;257915;261667;263826;267694;269032;271299;274456;276836;278610;282467;285478;290286;293719;298019;300614
Autorização;33530486000129;PE;CLARO;Grande Porte;TELECOM AMERICAS;107640;110310;112840;113936;113934;113417;114406;116711;117591;119829;121243;121862;122239;123508;124081;125397;125859;130136;129973;132894;132184;131264;131332;131110;129984;129703;128928;128492;128166;127749;127022;127216;127256;129946;131522;133361;134307;133881;134818;136158;136998;140099;142485;143645;145736;147806;149085;150568;152258;152736;153926;155479;158061;158963;159755;162862;164573;166865;168578;170145;172115;173114;173594;173280;173791;174797;175454;175996;175632;176361;177317;179614;180068
Autorização;33530486000129;PI;CLARO;Grande Porte;TELECOM AMERICAS;12899;13223;13608;13825;13790;13679;13783;14075;14219;14428;14696;14834;15037;15311;15508;15944;16420;16687;16716;17137;17746;17991;18107;18100;18059;18101;18153;18234;18376;18471;18490;17958;18027;18293;18447;18604;18595;18760;19108;19146;18732;18887;19137;19318;19755;20053;20548;20666;20924;21565;22133;22743;22993;23197;23379;23518;23693;23823;24568;26297;27635;29053;30012;30699;31116;31745;32162;32980;33801;34690;35290;36050;36327
Autorização;33530486000129;RJ;CLARO;Grande Porte;TELECOM AMERICAS;339470;346730;355125;363172;367224;368832;375456;386062;395360;406920;412443;434658;452066;477271;497142;515416;528456;541819;550856;564835;578304;590984;602956;615447;624436;633899;642474;645233;649277;653052;648475;646647;650732;672044;681834;693940;704654;723402;747899;770711;798798;824265;849017;872973;898842;917448;943793;971462;995510;1018353;1036983;1051424;1058586;1080044;1096093;1108774;1122415;1136292;1146697;1168799;1183015;1196709;1210071;1225861;1248795;1268753;1282213;1300347;1314629;1341913;1360427;1389807;1404889
Autorização;33530486000129;RN;CLARO;Grande Porte;TELECOM AMERICAS;28033;28521;29231;29835;29632;29180;29193;29233;29263;29480;29366;29367;29424;29769;29886;30133;30332;31393;31571;32918;32774;32596;32696;32301;32138;31966;31783;31727;31789;31982;32135;32601;32822;33805;34195;34687;35058;35705;36260;36829;37738;38420;39137;39689;40380;41042;41321;41495;41774;42661;44440;45834;47051;47808;48231;49011;49430;50108;50673;51321;52160;53460;56696;60839;63204;65201;66442;68373;70036;72361;73219;74205;74707
Autorização;33530486000129;RS;CLARO;Grande Porte;TELECOM AMERICAS;81329;86043;91093;95675;101217;106439;109795;113878;119065;125688;127591;142671;152393;163869;175230;184495;194070;201535;205861;213544;220865;229036;236997;243625;248061;250457;255055;257739;259312;259223;253425;257292;259152;269433;271312;274398;274252;278859;284929;289406;296002;301328;304577;309516;314148;318639;323203;328750;331633;337729;342685;347040;350276;363129;367359;372292;376176;382825;387209;393592;396751;400539;404727;405339;409289;412651;415090;418947;420878;423699;427131;430549;433013
Autorização;33530486000129;RO;CLARO;Grande Porte;TELECOM AMERICAS;1650;1695;1875;1845;1905;1875;1905;1905;1966;1966;2069;2114;2134;2194;2324;2324;2359;2445;2458;2609;2616;2630;2696;2726;2712;2682;2682;2612;2552;2612;2598;3022;3022;3374;3453;3438;3490;3494;3611;3624;3638;3697;3757;3819;4027;4131;4335;4511;4725;4883;5106;5496;5544;5839;5917;5963;5993;6028;6058;6082;6082;6082;6082;6046;6106;6076;6055;6103;6173;6322;6290;6341;6526
Autorização;33530486000129;RR;CLARO;Grande Porte;TELECOM AMERICAS;2060;2297;2416;2354;2464;2448;2546;2600;2690;2867;3136;3281;3293;3291;3291;3321;3320;3305;3334;3363;3423;3451;3480;3480;3479;3423;3421;3406;3373;3373;3383;3373;3378;3401;3409;3429;3446;3425;3492;3555;3560;3569;3629;3660;3767;3822;3927;4056;4157;4168;4311;4352;4523;4448;4442;4422;4468;4456;4448;4430;4386;4364;4318;4280;4294;4349;4434;4400;4384;4376;4349;4342;4319
Autorização;33530486000129;SC;CLARO;Grande Porte;TELECOM AMERICAS;38332;40370;46547;48412;66179;68538;68550;69572;71608;73832;74433;79545;83486;87650;91562;95468;98748;101047;103545;106469;109146;112208;115332;118427;121165;122371;124542;125450;125901;126666;125741;111777;113187;117877;118912;120123;120594;123258;126392;129529;132961;136024;137591;140566;143849;147267;150384;153563;155758;158829;161518;163561;166758;172976;175893;178884;182460;185564;188333;191907;193651;195890;198286;200262;202326;203139;204842;207792;209902;212265;215259;217104;218076
Autorização;33530486000129;SP;CLARO;Grande Porte;TELECOM AMERICAS;1179920;1231697;1302883;1398704;1480425;1548897;1623603;1708916;1782819;1862507;1913144;2045261;2152050;2289306;2405304;2509436;2602312;2671862;2715470;2775251;2845758;2912256;2972311;3014432;3060180;3108468;3163493;3194062;3223648;3255397;3235808;3233715;3263189;3358367;3391417;3435709;3446527;3499752;3563549;3623558;3681466;3725633;3767489;3825164;3872940;3922138;3967163;4021893;4055585;4106639;4157494;4201814;4230571;4335321;4390885;4446369;4503900;4564350;4625485;4703204;4725763;4795615;4858311;4891510;4955713;5010517;5043853;5091708;5111336;5161280;5190992;5216565;5230481
Autorização;33530486000129;SE;CLARO;Grande Porte;TELECOM AMERICAS;23836;23934;24517;24556;24580;24318;24362;24684;24805;25161;25324;25384;25536;25662;25458;26160;26555;26973;27615;28751;28767;28722;29108;28999;28856;28895;28900;28760;29111;29337;29580;29815;29930;30519;31016;31257;31486;31596;31788;32176;32480;33189;33389;33715;34042;34660;35635;36777;37595;38066;38277;38797;38872;39025;38882;38900;38712;38679;38664;38645;38286;37618;37401;37140;37091;37131;37056;36783;36555;36542;36638;36870;36777
Autorização;33530486000129;TO;CLARO;Grande Porte;TELECOM AMERICAS;1515;1545;1605;1605;1665;1635;1679;1709;1739;1889;1979;2159;2267;2451;2465;2560;2590;2590;2590;2784;2784;2964;2964;3009;2979;2949;2949;2913;2913;2823;2823;3228;3228;3463;3632;3669;3759;3883;4048;3974;4014;4049;4283;4452;4750;4689;4735;4895;5043;5108;5388;5568;5598;5673;5728;5955;6162;6149;6118;6243;6325;6295;6381;6093;6134;6137;6172;6128;6197;6293;6392;6428;6412
Autorização;03420926000124;AC;GVT;Pequeno Porte;GVT;1706;1689;1652;1599;1545;1509;1490;1476;1428;1414;1387;1352;1343;1351;1339;1321;1166;1143;1146;1148;1143;1126;1123;1118;1100;1083;1067;1059;1053;1042;1032;1024;1002;989;979;939;930;927;925;920;915;919;904;894;886;882;873;864;863;908;943;949;950;960;986;986;957;953;941;922;883;851;839;825;831;815;803;771;750;731;731;707;691
Autorização;03420926000124;AL;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1788;4145;5743;7736;9508;11120;12504;13779;15007;16484;17995;19330;19857
Autorização;03420926000124;BA;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;6320;9995;12845;15183;19010;22872;26316;29102;32578;35193;38183;40784;43345;45330;47758;49657;52639;55315;59449;62134;66192;70467;73940;77032;80514;83543;88659;93207;97392;102338;107974;113180;119671;125200;130240;134646;138236;143269;146311;152642;158166;163528;169474;174951;180836;183431;186679;189336;191446;192896;194916;196816;199968;202577;205311;206263
Autorização;03420926000124;CE;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1347;7532;17679;25182;31533;37017;41215;44418;47840;51536;55373;59105;63513;67664;73016;77677;82998;88931;93479;98733;102868;106788;106788;113207;116831;121270;125572;130457;135398;136895;139901;142508;145271;146899;149049;150832;153685;156798;159973;161002
Autorização;03420926000124;DF;GVT;Pequeno Porte;GVT;64462;64948;65923;66980;68051;68826;70104;71254;72017;73741;75153;76771;78485;80438;82229;83388;84923;86440;87229;88471;90846;93933;96558;98966;102364;104726;107375;109912;111373;114728;114677;117261;119303;123743;126487;129890;133069;136404;144599;148009;152078;154882;156695;160231;170440;174289;177293;181451;185687;192992;198497;203287;208111;211845;213674;222005;231145;236854;242246;246909;252779;259105;261708;264347;267752;269476;269117;256123;256649;256887;258684;259092;259143
Autorização;03420926000124;ES;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;313;4380;10101;15680;20446;24610;28827;34006;37118;40166;38925;45831;48835;52327;55890;59424;63143;65758;67719;69573;72587;75574;78571;81933;85874;89485;91728;94827;97939;101217;104128;106952;109353;109353;112505;115062;117697;120072;124124;128781;131557;134029;137098;138796;140764;143208;144901;147236;149113;150911;151600
Autorização;03420926000124;GO;GVT;Pequeno Porte;GVT;56709;57164;58123;58672;59240;59905;60884;61871;63230;64811;66143;67890;69169;70618;72332;74275;76543;78870;80165;81801;83410;85026;86062;87814;89796;92455;95001;97813;99642;102787;104755;107271;109463;113215;116395;119562;122878;125883;129294;132578;135428;139325;142111;145880;149133;153454;157422;163305;168148;174208;179389;184492;188414;192771;199095;191249;198856;202788;207700;211347;217201;220780;222724;227214;230703;234830;237597;254103;256946;260367;262464;264581;265661
Autorização;03420926000124;MT;GVT;Pequeno Porte;GVT;22119;20413;22779;22965;23251;23849;24478;25118;26034;27028;27628;28482;29263;29840;30593;31264;33534;33750;33335;34367;35340;35539;36025;36179;37194;37847;38507;39023;39390;39683;39927;40294;40170;40587;41358;41965;42452;43460;44303;45041;45760;46402;46965;46749;48485;49585;50471;51534;52271;53785;54159;54948;55790;56642;56947;56947;58258;58900;59396;59452;59402;58419;58818;59978;60574;60349;59195;58110;57504;57097;56861;56572;56608
Autorização;03420926000124;MS;GVT;Pequeno Porte;GVT;22968;23523;24092;24427;24427;24994;25553;26167;26525;27754;28504;29251;30147;31281;32614;33972;35236;36507;37800;38990;40231;40899;41644;42401;43381;44281;45070;45666;46123;46903;47417;48052;48567;49534;50738;51715;52708;53614;54932;55844;56664;57467;58190;48912;60492;61486;62167;63261;64374;65668;65878;65944;66220;66618;66807;66807;66912;66045;65348;64946;64316;63610;63534;64007;64623;64698;64450;64065;63777;63648;63823;64345;65178
Autorização;03420926000124;MG;GVT;Pequeno Porte;GVT;3484;3320;3411;4436;6437;8006;9588;13221;17700;23815;30124;39075;48970;55674;59782;62743;67339;72002;74634;74634;79641;85674;89692;92606;95202;98148;101935;104987;107410;110958;113214;116948;120386;124734;129149;133149;136586;140240;144429;148107;151642;153802;156287;159465;161860;165092;167858;171686;174411;178957;182933;187277;189248;192245;194459;194459;199046;199916;202434;205435;208312;212211;215219;218079;220699;223394;225303;226177;227067;230080;233993;238210;241578
Autorização;03420926000124;PB;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267;2419;5087;7152;8678;10199;11295;12088;12769;13465;14547;15798;17367;18567;20064;20982;21956;22990;24096;25394;26274;27130;27130;29019;30985;33438;35455;37442;39042;39904;40603;41411;42168;42321;42837;44051;45708;46978;48122;48393
Autorização;03420926000124;PR;GVT;Pequeno Porte;GVT;247761;250526;255248;260898;265121;269605;274125;280332;285702;294945;299834;306043;310975;318268;327807;335524;340703;357156;362766;366460;378785;389063;397865;404346;411621;420417;431969;439245;446325;456175;461656;468944;477845;490919;503404;515955;527014;537184;548327;560896;570960;581502;590406;598457;611215;626290;638790;654410;667836;685981;696722;707169;717772;729073;742196;739447;761690;773660;784593;795280;804822;814234;819879;825863;831777;836375;836760;839928;840869;844207;849180;851838;853658
Autorização;03420926000124;PE;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;3453;11004;20105;27578;34238;42614;48875;55131;61109;67615;73349;79380;84038;88728;93390;98179;102993;108059;111805;117129;121652;126780;132564;137677;143016;147446;151459;151166;158261;162875;167648;172813;178954;184128;185758;189331;192295;194129;195355;197502;198710;200871;202736;205323;206131
Autorização;03420926000124;RJ;GVT;Pequeno Porte;GVT;15409;14927;14289;16217;17772;18115;15747;15176;14654;16153;15204;15134;15134;15134;15134;15134;7816;8837;9036;8976;9275;9244;9574;10054;10414;10684;10294;11494;11584;12064;12695;12903;13323;13713;13833;14194;14464;16622;17701;19242;22118;27157;33001;38988;44720;53213;60477;67586;75262;82385;87673;92558;96379;100929;104718;104780;110759;114089;117369;120289;122300;126270;131102;134391;138702;142649;143728;146253;147927;150469;154528;160714;165389
Autorização;03420926000124;RN;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;721;1362;2302;3128;4114;5033;5880;6199
Autorização;03420926000124;RS;GVT;Pequeno Porte;GVT;187450;188151;189628;192221;192169;194064;195084;195869;196473;201375;202535;205374;207319;209506;212797;215510;212438;215958;216608;219198;223891;230048;234638;239141;244597;251251;256484;262499;267462;272195;276149;280163;332586;290210;295680;302296;307838;313745;320164;326224;332351;338247;343036;344541;353860;360974;368015;377503;385753;395144;402059;409159;416872;423219;427719;427719;438790;446007;453123;459486;466226;471224;474428;476778;483136;483368;481777;482692;482474;484769;487720;489923;491421
Autorização;03420926000124;RO;GVT;Pequeno Porte;GVT;3819;3770;3733;3693;3578;3535;3510;3468;3425;3451;3429;3376;3335;3330;3310;3277;2985;2966;2958;2925;2879;2824;2792;2786;2777;2753;2750;2718;2706;2670;2602;2576;2518;2489;2446;2369;2333;2319;2341;2343;2343;2343;2319;2309;2301;2288;2270;2255;2273;2274;2259;2244;2250;2245;2227;2227;2222;2242;2318;2277;2216;2175;2140;2027;1961;1901;1927;1823;1662;1661;1628;1622;1576
Autorização;03420926000124;SC;GVT;Pequeno Porte;GVT;61363;61326;62487;64349;64621;65730;65363;66159;67387;70514;71419;72549;73674;74812;76570;78006;75727;77638;79796;81539;83660;86327;88108;89673;91881;94513;96963;99762;101756;105171;106631;109441;96189;115701;119511;123619;127684;131351;134342;137990;140621;143435;146451;149907;152745;157270;161680;166320;170703;176700;180849;184272;186744;190426;194501;194501;200900;204769;208382;212393;215872;220625;223557;228080;230780;233115;233725;234655;235563;236673;240127;243791;246739
Autorização;03420926000124;SP;GVT;Pequeno Porte;GVT;25630;24512;23755;26408;26415;27678;26560;26331;26682;28401;30206;29457;29457;29457;29457;29457;33570;38385;40195;40466;40661;42281;44816;45746;46346;48446;49045;50486;51130;53679;55419;57707;9804;60707;62777;65027;67418;70157;74236;79132;82519;85729;92395;102475;105212;113387;123359;135861;146969;160347;172999;183475;194054;207353;218856;218856;241811;251635;259521;270848;283520;296708;306761;310477;322476;328939;335398;347763;349336;354753;356785;363144;365894
Autorização;03420926000124;SE;GVT;Pequeno Porte;GVT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1550;4402;6113;8144;10201;11801;13004;14552;15693;16933;18490;19838;20425
Autorização;03420926000124;TO;GVT;Pequeno Porte;GVT;1211;1201;1221;1237;1234;1235;1247;1249;1235;1241;1244;1240;1242;1224;1237;1251;1214;1290;1254;1264;1255;1250;1278;1282;1269;1260;1259;1251;1243;1256;1242;1238;1249;1305;1306;1280;1315;1299;1355;1407;1412;1400;1419;1442;1420;1418;1406;1370;1411;1407;1425;1407;1410;1421;1403;1403;1382;1370;1368;1360;1352;1347;1324;1292;1256;1258;1201;1170;1145;1156;1132;1149;1097
Autorização;86734597000113;SP;AEROTECH TELECOMUNICACOES LTDA;Pequeno Porte;OUTROS;52;52;51;51;51;51;51;69;69;69;71;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;65;65;65;65;65;;60;60;60;60;60;58;58;56;54;53;52;52;52;52;51;49;47;45;43;41;40;39;38;100;;100;100;;39;;;39
Autorização;06053352000191;RJ;DSLI VOX 3 BRASIL COMUNICAÇÕES LTDA;Pequeno Porte;OUTROS;15;15;15;15;15;85;85;85;85;85;85;85;85;55;85;78;55;55;55;55;55;55;55;55;55;55;55;55;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;;45;45;45;45;45;45;45;45;45
Autorização;06053352000191;SP;DSLI VOX 3 BRASIL COMUNICAÇÕES LTDA;Pequeno Porte;OUTROS;630;630;630;630;600;500;500;500;500;500;500;500;500;500;500;470;470;470;470;470;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;;465;465;465;465;465;465;465;465;465
Autorização;68785641000132;RJ;ETML EMPRESA DE TELEFONIA MULTIUSUÁRIO SA;Pequeno Porte;OUTROS;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1890;1908;1896;1949;1171;1021;1063;1073;1200;1165;1179;1387;1701;1701;1497;1621;1548;1523;1566;1528;1800;2633;2614;2637;2624;2611;2560;2524;2527;2713;2705;2696;2644;2612;2584;2550;122;122;120;118;116;121;120;114;2330;2320;2308;2301;2286;2279;2288;2265;2290;2290
Autorização;80111818000110;SC;BBS OPTIONS TELECOMUNICAÇÕES LTDA-ME;Pequeno Porte;OUTROS;182;182;182;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;179;;179;179;179;179;179;179;179;179;178;179;179;179;178;179;179;168;179;178;179;172;172;172;172;200;178;152;75;59;58;72;77;79;85;86;78;200;72;68;72;72
Autorização;03155642000158;BA;TMAIS LTDA.;Pequeno Porte;OUTROS;703;728;738;736;739;751;751;742;745;749;751;743;737;739;731;539;542;558;558;557;567;568;571;571;563;566;617;585;581;590;568;563;569;583;587;588;592;611;645;643;645;654;655;670;673;448;671;685;686;700;715;712;712;726;743;743;805;872;874;874;875;861;1076;1075;1067;1069;1042;1066;1066;1072;1069;1053;
Autorização;03155642000158;MG;TMAIS LTDA.;Pequeno Porte;OUTROS;843;831;832;792;795;783;762;752;745;717;706;704;712;709;693;463;452;441;439;439;439;437;439;444;434;429;427;426;409;404;382;381;392;394;415;411;423;435;429;428;428;426;425;425;423;448;449;449;475;476;494;495;511;517;539;544;543;587;585;579;578;578;578;633;631;630;630;633;629;631;628;322;
Autorização;03155642000158;RJ;TMAIS LTDA.;Pequeno Porte;OUTROS;1044;1042;1057;1030;1011;1007;991;991;991;991;991;976;985;935;950;750;778;795;788;791;779;777;772;796;778;781;783;797;776;787;781;779;778;738;750;768;779;779;790;786;774;780;799;809;812;884;882;882;887;880;898;905;909;942;953;993;1003;1051;1047;1091;1139;1143;1146;1197;1202;1292;1292;1296;1296;1299;1291;1300;
Autorização;03155642000158;RS;TMAIS LTDA.;Pequeno Porte;OUTROS;1651;1635;1620;1601;1598;1572;1548;1545;1517;1495;1498;1474;1438;1425;1391;1342;1310;1289;1268;1239;1208;1247;1240;1182;1147;1137;1153;1151;1137;1113;1102;1095;1089;1102;1144;1131;1125;1107;1113;1072;1081;1059;1069;1048;1024;1013;985;999;999;994;987;975;957;925;926;908;902;894;913;904;880;873;866;880;872;842;824;817;791;776;764;299;
Autorização;03155642000158;SP;TMAIS LTDA.;Pequeno Porte;OUTROS;3791;3797;3790;3726;3733;3685;3677;3680;3687;3665;3600;3575;3550;3556;3496;2776;2771;2744;2738;2738;2748;2757;2755;2755;2760;2758;2826;2875;2780;2806;2707;2811;3205;3263;3358;3481;3365;3418;3478;3497;3534;3518;3556;3779;3574;3851;3623;3689;3761;3808;3943;3974;4073;4087;4143;4158;4206;4354;4414;4525;4657;4749;4779;4816;4874;4865;4902;4901;4887;4889;3382;3014;
Autorização;06293522000105;CE;LOCAL SERVIÇOS DE TELECOMUNICAÇÕES;Pequeno Porte;OUTROS;3946;4120;4628;4137;4441;4627;4722;4142;4899;5072;5145;3948;3940;4044;4237;4416;4599;4740;4836;4891;4957;5006;5017;5009;5249;5377;5443;5611;5705;5757;5889;5756;5751;5895;5881;5808;5683;5666;5610;5532;5461;5417;5341;5242;5182;5154;;;;;;;;;;3941;3973;3657;3534;3386;3184;;;;;;;;;;;;
Autorização;02519780000106;DF;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;597;597;597;597;597;597;597;597;757;597;597;597;597;597;597;597;807;807;807;807;807;807;807;807;807;807;807;807;807;807;807;807;807;807;807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;02519780000106;GO;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;301;301;301;301;301;301;301;301;401;301;301;301;301;301;301;301;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;02519780000106;MG;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;934;934;934;934;934;934;934;934;1034;1034;1034;1034;1034;1034;1034;1034;1044;1044;1044;1040;1040;1040;1040;1047;1047;1047;1047;1047;1047;1047;1047;1047;1047;1047;1047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;02519780000106;PR;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;765;765;765;765;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;635;635;635;635;635;635;635;635;635;635;635;635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;02519780000106;RS;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;794;794;794;794;794;794;794;974;953;953;953;953;953;953;953;953;953;953;953;953;953;953;953;1053;1053;1053;1053;1053;1053;1053;1053;1053;1053;1053;1053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;02519780000106;SC;GLOBALNOVA COMUNICAÇÕES LTDA.;Pequeno Porte;OUTROS;541;541;541;541;288;288;288;288;288;288;288;288;288;288;288;288;288;288;288;288;288;288;288;387;387;387;387;387;387;387;387;387;387;387;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;04289809000136;SP;TELEFREE DO BRASIL TELECOMUNICACOES LTDA;Pequeno Porte;OUTROS;;;;;;48;;;;;51;53;53;53;53;;53;53;53;53;53;53;53;53;53;53;53;53;53;53;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;04533132000130;SP;CONECTA TELECOMUNICACOES S.A.;Pequeno Porte;OUTROS;4688;4712;4688;4642;4655;4667;4682;4261;4321;4455;4453;4421;4452;4198;4222;4222;4490;4483;4556;4550;4550;4550;;;;;;;;4550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Autorização;01003694000183;PA;NORTELPA ENGENHARIA LTDA;Pequeno Porte;OUTROS;1293;1270;1351;1332;1352;1376;1340;1340;1340;1547;1276;1268;1254;1256;1268;1215;1199;1183;1152;1118;1063;1105;1001;;948;;948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
